Sf,VCME,Bz,Vsw,Kp,Lat,Lcable,risk_score,risk_category
2,283.1,-1.79,656.6,1.0,58.03,2342.8,0.2592,Low
2,410.7,1.82,649.6,4.46,56.56,527.0,0.4243,Medium
1,416.8,-3.21,488.3,3.11,-21.01,764.4,0.2208,Low
1,528.9,3.22,521.8,4.86,57.76,274.9,0.3654,Medium
3,336.0,-1.99,419.2,7.19,17.65,779.8,0.5198,Medium
1,250.0,8.71,502.5,6.66,6.14,181.4,0.298,Low
1,962.9,-5.5,330.2,2.2,14.66,155.8,0.2351,Low
2,1195.6,-0.52,778.6,5.85,49.65,260.5,0.58,Medium
1,585.6,5.44,611.9,2.2,53.79,2370.8,0.238,Low
1,435.2,0.19,599.4,6.27,-0.3,202.5,0.2889,Low
2,538.8,5.73,542.3,6.8,58.7,825.3,0.5613,Medium
1,772.3,-3.52,597.0,1.81,2.65,440.5,0.1849,Low
2,493.9,0.03,610.0,2.18,59.39,1108.2,0.3305,Medium
1,2683.4,-13.88,452.8,4.39,15.14,167.3,0.5213,Medium
1,462.3,-17.21,405.6,6.43,60.3,356.8,0.4907,Medium
2,1397.3,-3.18,383.9,5.58,6.57,195.1,0.456,Medium
2,1385.1,-0.13,602.9,6.7,50.79,340.8,0.6442,Medium
2,1084.5,4.24,488.1,5.68,2.98,219.1,0.4047,Medium
1,693.0,0.83,377.5,6.34,36.32,6316.6,0.4056,Medium
1,250.0,3.12,477.8,7.14,-0.36,394.7,0.3009,Low
1,347.5,-1.27,465.9,0.87,26.67,201.9,0.1251,Low
2,250.0,3.62,599.4,1.12,0.93,1338.1,0.1674,Low
1,1429.0,-7.5,275.5,6.03,-11.18,415.4,0.4167,Medium
3,2333.0,-0.21,392.0,2.48,27.06,568.3,0.5745,Medium
2,446.8,-5.08,653.5,7.57,60.27,3339.5,0.6411,Medium
2,1244.5,-1.5,614.3,6.21,35.97,605.1,0.5628,Medium
1,440.8,-2.63,293.9,0.95,60.44,213.1,0.1707,Low
1,840.8,-6.41,424.5,7.05,-14.41,240.0,0.4074,Medium
2,519.9,0.93,569.1,2.84,-11.77,867.9,0.2717,Low
1,395.3,-9.09,561.6,1.82,-9.46,186.5,0.174,Low
2,416.7,7.0,311.9,2.76,19.32,433.0,0.2726,Low
2,898.4,-5.7,466.4,3.0,54.04,3234.6,0.4516,Medium
1,284.2,15.0,519.5,1.96,66.98,1487.3,0.2003,Low
1,293.7,7.3,331.0,2.12,8.72,282.4,0.1462,Low
1,380.5,-3.12,522.5,4.01,-8.79,260.9,0.2312,Low
2,344.7,-0.96,508.6,6.56,-6.68,279.7,0.3802,Medium
1,269.2,1.7,438.9,6.95,37.2,2677.1,0.3836,Medium
2,410.0,-6.65,281.1,0.82,37.56,207.6,0.2463,Low
2,467.2,2.55,476.6,2.39,11.34,396.6,0.249,Low
2,376.6,3.22,592.0,1.26,55.3,298.1,0.2634,Low
2,1176.2,-13.11,538.5,1.11,33.27,195.2,0.4076,Medium
3,415.2,1.5,493.7,1.69,22.75,2743.0,0.3155,Low
3,1600.4,-6.13,450.6,8.39,9.19,766.4,0.6888,High
1,884.4,-7.92,689.9,7.42,27.73,510.6,0.4832,Medium
1,494.1,-0.93,558.3,0.0,-3.08,216.5,0.0894,Low
1,507.4,-5.83,758.9,1.12,6.25,2771.6,0.1527,Low
1,503.9,-10.93,372.9,2.17,44.73,155.9,0.2419,Low
1,572.2,1.41,310.8,6.55,57.66,127.9,0.4532,Medium
1,436.2,-8.4,522.1,6.6,48.16,393.9,0.4452,Medium
3,344.5,-0.14,553.4,6.73,54.28,208.4,0.6164,Medium
1,509.8,-2.57,561.9,7.64,40.32,188.6,0.4604,Medium
2,718.5,6.65,575.8,2.07,-0.51,1285.4,0.242,Low
2,266.0,10.44,282.7,4.95,25.07,144.2,0.3544,Medium
1,504.0,-2.41,539.3,2.68,5.16,281.9,0.1888,Low
1,400.8,1.38,537.9,1.86,-8.32,201.9,0.1472,Low
2,1216.6,-5.12,495.7,5.62,57.29,301.8,0.6285,Medium
2,946.0,3.89,457.5,3.54,37.27,194.4,0.4041,Medium
1,448.8,-0.75,407.5,2.02,28.14,1186.3,0.1831,Low
1,393.0,0.05,554.8,5.34,56.64,2877.2,0.3678,Medium
2,1301.9,2.43,468.1,2.86,9.18,945.6,0.3451,Medium
1,651.0,-6.41,525.4,5.56,56.04,215.6,0.4364,Medium
1,265.7,-1.47,561.5,6.71,24.84,305.3,0.3493,Medium
1,374.7,-3.21,574.9,4.73,7.74,751.0,0.2553,Low
3,608.0,-4.2,322.4,2.75,2.64,895.7,0.3477,Medium
1,599.9,-5.32,489.2,5.49,36.29,3274.9,0.3749,Medium
2,278.2,-1.15,626.0,2.87,1.25,122.2,0.2366,Low
2,449.9,0.66,642.7,1.37,51.35,135.9,0.2721,Low
2,393.5,-3.2,521.7,6.69,8.69,199.5,0.4083,Medium
2,645.4,-1.08,257.9,5.16,37.71,206.3,0.4428,Medium
1,376.4,6.85,517.6,4.92,6.73,4621.0,0.2506,Low
2,1020.4,-11.71,415.9,9.0,45.07,539.8,0.7466,High
1,1155.4,10.03,384.5,6.91,60.86,600.5,0.5593,Medium
1,326.2,0.12,557.3,1.37,-35.16,557.9,0.1469,Low
1,801.5,-11.44,463.5,3.17,35.51,1346.3,0.3148,Low
1,585.9,-0.96,690.1,2.0,-24.26,499.4,0.1949,Low
2,1404.0,-18.2,408.2,3.68,-16.48,3224.2,0.4894,Medium
1,250.0,2.44,381.1,1.87,16.95,269.7,0.1412,Low
1,255.5,-1.93,659.4,2.53,53.0,772.9,0.218,Low
2,658.7,0.58,429.5,7.25,6.81,540.1,0.4304,Medium
2,498.9,10.01,534.7,2.87,54.9,199.8,0.356,Medium
3,1097.5,-0.22,287.2,7.56,52.64,130.1,0.7488,High
2,327.5,-0.38,570.5,8.26,2.4,339.4,0.4212,Medium
2,1463.3,-1.02,686.8,3.09,53.77,2178.5,0.502,Medium
1,949.6,-6.46,584.4,6.0,0.97,1955.5,0.3484,Medium
3,1616.6,3.94,560.1,2.44,7.35,518.1,0.427,Medium
1,933.3,10.04,603.2,7.09,31.85,3507.5,0.4538,Medium
1,1532.3,-2.3,300.4,1.92,34.99,1657.9,0.3179,Low
2,358.3,2.84,721.1,6.52,33.08,168.4,0.4504,Medium
1,250.0,1.73,483.5,5.92,4.49,1063.9,0.2688,Low
1,672.6,-0.72,450.7,3.41,-2.83,1205.9,0.2213,Low
1,566.0,-6.01,519.7,7.53,-0.57,1905.2,0.3595,Medium
1,446.1,-11.56,512.0,2.42,54.72,301.8,0.2741,Low
1,883.0,-1.01,485.7,2.64,1.12,655.8,0.2129,Low
3,780.0,8.13,284.5,1.85,14.91,164.3,0.3427,Medium
2,812.4,9.19,488.9,8.74,13.44,6110.6,0.5229,Medium
1,731.7,0.24,699.8,5.85,6.48,171.7,0.3172,Low
1,379.2,-14.17,573.2,2.45,52.11,212.0,0.2781,Low
2,527.5,-1.8,560.5,7.89,3.68,1716.9,0.4402,Medium
1,543.5,1.07,472.7,2.02,-20.69,804.0,0.1823,Low
2,517.0,2.95,531.7,5.87,54.51,453.2,0.5013,Medium
1,437.2,-16.25,498.0,2.17,-2.8,50.0,0.1963,Low
2,343.1,1.7,513.5,6.6,-10.32,359.2,0.3867,Medium
2,866.5,0.9,595.1,5.84,22.82,1415.4,0.4497,Medium
2,380.7,-6.24,527.8,7.35,3.46,2217.5,0.4302,Medium
2,524.8,-4.02,455.3,8.03,40.69,599.9,0.5836,Medium
2,250.0,5.8,578.9,4.95,18.32,2880.2,0.3369,Medium
1,382.6,0.53,650.3,2.39,59.79,709.2,0.2274,Low
3,306.9,-11.52,597.3,3.4,5.97,403.4,0.4371,Medium
2,250.9,3.83,665.1,4.46,25.91,1223.4,0.3351,Medium
2,348.0,-0.22,523.6,6.18,15.8,8669.4,0.3884,Medium
3,1950.7,2.97,626.7,2.97,43.49,1306.1,0.6089,Medium
1,445.2,3.67,545.1,6.45,14.03,164.8,0.3282,Low
2,341.3,-3.23,627.3,9.0,-1.59,272.9,0.4632,Medium
1,250.0,-0.19,250.0,6.6,25.4,246.8,0.3398,Medium
1,800.9,4.82,481.9,6.6,-0.39,191.2,0.3342,Medium
2,642.9,0.81,402.6,5.13,22.09,318.2,0.3956,Medium
1,391.6,-3.93,517.8,1.28,16.31,187.6,0.1446,Low
2,373.8,4.01,633.9,8.28,53.62,237.0,0.5948,Medium
1,496.9,-7.85,558.0,4.19,35.52,525.5,0.3167,Low
1,650.1,-0.8,543.8,6.66,9.72,254.5,0.3483,Medium
2,368.3,-8.62,451.5,1.52,25.1,240.2,0.2754,Low
1,881.0,8.36,453.2,2.83,-2.05,278.3,0.2185,Low
1,436.2,11.13,516.9,2.06,7.13,116.2,0.1565,Low
2,561.1,3.96,250.0,3.79,-17.55,250.5,0.3239,Low
1,604.9,1.63,533.0,8.48,0.36,944.5,0.3785,Medium
1,408.7,-2.81,445.6,4.48,7.07,449.9,0.2454,Low
1,410.9,-0.07,456.1,1.79,-8.19,650.8,0.1457,Low
1,334.2,-2.63,515.7,1.97,27.42,2089.1,0.1736,Low
2,408.4,-15.45,484.1,4.08,-2.29,369.3,0.3606,Medium
3,559.9,-4.73,551.3,2.14,-19.44,1858.4,0.3864,Medium
1,650.3,0.3,460.9,1.65,-2.16,308.2,0.1569,Low
1,1278.8,6.41,538.6,2.74,-2.12,1069.6,0.2527,Low
2,497.7,-7.67,658.7,3.55,17.64,293.4,0.3658,Medium
2,870.9,-1.75,478.5,3.76,-3.15,635.5,0.328,Low
2,325.9,-10.86,591.6,2.43,55.48,461.3,0.4059,Medium
2,741.7,6.62,736.8,6.02,40.75,272.6,0.4972,Medium
3,785.4,-1.94,275.8,4.98,58.54,238.5,0.6152,Medium
1,529.0,-1.01,317.5,9.0,55.51,473.1,0.5624,Medium
1,671.0,-0.98,282.6,5.95,15.73,716.8,0.3386,Medium
1,411.2,-0.98,478.2,6.55,18.45,209.5,0.3417,Medium
1,764.5,-1.69,411.2,5.83,22.08,183.3,0.3618,Medium
2,536.2,-7.84,509.5,6.51,31.76,363.9,0.5168,Medium
2,260.7,-1.79,527.9,2.22,-8.83,1272.0,0.2283,Low
2,2975.9,-2.8,717.4,3.34,29.29,244.9,0.6327,Medium
1,1226.9,-7.3,450.7,4.1,8.37,680.6,0.3259,Low
1,548.1,-3.03,632.9,3.23,7.33,668.6,0.2191,Low
3,1853.6,-4.65,471.7,6.53,61.83,257.4,0.8885,High
2,879.1,-1.81,468.8,5.58,-17.22,127.0,0.4341,Medium
1,495.8,0.38,472.5,3.43,9.27,942.0,0.214,Low
2,516.9,0.85,554.7,5.94,-17.09,369.4,0.3993,Medium
1,250.0,-14.33,465.9,1.85,24.83,498.8,0.1884,Low
1,320.1,-6.23,601.3,2.07,37.24,191.8,0.2027,Low
1,397.8,8.54,573.0,1.83,39.26,2590.8,0.1795,Low
2,365.8,-2.3,530.1,6.93,52.65,153.8,0.5438,Medium
1,1067.5,-3.91,486.9,5.46,27.06,179.7,0.4006,Medium
1,705.5,9.23,599.4,4.08,57.43,206.7,0.3506,Medium
1,334.0,0.33,742.2,4.36,54.04,475.0,0.308,Low
2,288.3,1.83,414.5,0.63,51.48,1567.6,0.2165,Low
2,794.5,1.82,471.0,2.77,44.56,749.3,0.3682,Medium
1,367.0,1.59,530.2,1.83,19.66,474.8,0.1551,Low
2,848.7,1.22,691.9,6.89,16.74,171.3,0.469,Medium
1,481.9,10.8,490.9,1.62,15.75,337.5,0.155,Low
1,607.2,0.32,250.0,2.33,15.56,3302.1,0.1942,Low
1,281.3,15.0,495.5,5.58,50.23,365.6,0.3517,Medium
1,482.6,-2.17,612.1,6.63,22.27,1322.5,0.3667,Medium
1,409.5,-1.31,615.0,6.13,55.14,636.0,0.411,Medium
2,512.9,0.93,568.0,2.01,10.79,476.1,0.2392,Low
1,306.2,-5.81,458.6,5.23,36.76,1122.0,0.3297,Low
1,449.6,5.42,568.7,5.31,55.3,297.8,0.3716,Medium
1,438.4,-1.86,499.1,0.98,34.25,233.0,0.1488,Low
3,250.0,7.57,466.3,2.12,18.64,133.4,0.3059,Low
3,751.9,-0.88,554.6,3.99,24.28,868.5,0.4563,Medium
3,373.5,7.08,309.9,1.88,-10.26,2299.9,0.2914,Low
1,644.2,-1.54,571.7,1.57,-18.97,3797.2,0.1787,Low
1,348.9,-4.64,563.7,5.96,35.08,236.3,0.3623,Medium
1,596.1,0.48,593.0,8.41,-5.94,173.6,0.3923,Medium
1,793.6,-2.9,391.6,6.62,44.19,149.2,0.4586,Medium
1,626.4,-3.46,503.9,3.52,30.29,726.1,0.277,Low
1,427.5,-1.09,582.2,2.85,14.87,1113.3,0.1976,Low
2,513.1,-1.77,660.4,7.23,44.16,2972.8,0.5492,Medium
1,586.9,-1.03,601.7,6.48,-0.47,185.4,0.3135,Low
1,1066.7,-1.79,521.3,1.86,45.99,779.4,0.2796,Low
2,250.0,-12.87,250.0,2.88,42.6,3921.2,0.3444,Medium
2,1097.8,0.28,250.0,2.01,55.97,2935.5,0.397,Medium
1,653.5,-18.77,427.9,3.9,-3.59,226.5,0.2772,Low
1,650.1,14.27,718.3,5.76,44.59,111.6,0.3948,Medium
1,1422.4,1.02,574.7,5.91,17.04,574.3,0.4178,Medium
1,489.7,-1.55,250.0,2.32,58.91,282.2,0.2407,Low
1,446.8,7.58,395.2,2.0,6.31,3700.1,0.1543,Low
1,307.7,-7.98,588.1,7.68,-5.5,139.5,0.3622,Medium
1,286.2,3.95,589.9,4.6,21.25,245.3,0.2558,Low
1,869.2,2.82,489.2,6.9,38.43,420.2,0.4568,Medium
1,250.0,-3.93,489.1,2.45,12.87,717.3,0.1691,Low
1,667.6,-0.06,435.3,7.95,18.13,132.2,0.4189,Medium
1,481.7,2.45,467.1,1.05,25.96,221.6,0.1432,Low
1,587.0,-1.84,379.5,3.22,45.75,1040.9,0.2789,Low
1,518.2,4.37,250.0,6.78,42.73,493.2,0.42,Medium
1,330.5,-1.63,549.4,8.73,-54.87,580.8,0.525,Medium
1,361.3,2.92,412.6,5.58,57.67,590.2,0.3774,Medium
1,479.9,-3.18,540.5,1.85,-9.02,201.7,0.1646,Low
2,401.3,5.07,616.4,7.37,21.06,1174.6,0.4537,Medium
1,509.0,2.56,625.1,5.89,7.22,498.3,0.2988,Low
1,516.8,-5.76,485.0,1.23,12.66,172.9,0.156,Low
1,511.4,-8.08,501.2,3.15,-0.84,3381.5,0.213,Low
1,1556.0,-4.08,415.7,5.53,35.49,1149.3,0.4826,Medium
1,308.8,2.15,351.6,5.19,38.7,298.7,0.3148,Low
1,701.4,-0.71,685.4,3.15,-0.48,1048.3,0.2119,Low
1,250.0,-4.29,482.4,7.54,67.31,2597.8,0.498,Medium
2,433.7,0.8,689.1,4.07,-9.17,425.5,0.302,Low
2,741.4,7.38,399.4,2.24,-0.14,978.5,0.2492,Low
1,524.0,-8.26,513.1,3.47,18.13,668.4,0.2567,Low
2,620.3,3.74,516.9,1.12,23.01,406.5,0.2373,Low
1,455.6,-3.41,508.7,7.18,15.52,1065.6,0.3701,Medium
2,505.7,-1.94,549.9,2.96,56.36,1310.0,0.3797,Medium
2,1050.8,-1.11,601.9,2.95,56.5,377.3,0.4469,Medium
1,525.2,-1.36,643.4,6.71,22.76,111.3,0.373,Medium
1,1035.1,8.56,510.5,2.11,2.6,1335.0,0.2093,Low
1,588.3,3.97,742.0,2.55,30.74,286.6,0.2222,Low
3,2103.7,-6.31,578.4,7.06,17.46,187.5,0.7491,High
1,809.5,5.81,604.2,0.9,50.78,195.9,0.2023,Low
1,556.8,-13.61,553.6,3.41,40.73,275.7,0.3205,Low
1,1628.9,-6.83,697.5,6.01,11.94,184.9,0.4535,Medium
1,804.2,-0.25,452.5,3.41,16.7,2907.6,0.2582,Low
3,1476.4,-6.34,608.4,7.19,50.73,1559.7,0.8527,High
2,441.3,-7.64,250.0,6.82,3.01,201.2,0.4023,Medium
2,599.3,1.6,545.0,6.04,39.4,848.4,0.4767,Medium
1,311.3,-1.32,568.0,4.4,60.05,234.6,0.3231,Low
1,310.8,-1.17,409.0,3.18,56.51,1047.5,0.2557,Low
1,297.5,-1.75,766.8,3.04,10.37,566.6,0.1891,Low
1,255.1,1.85,702.4,1.93,75.0,350.4,0.2027,Low
1,494.9,3.77,720.5,1.35,-11.04,304.8,0.1413,Low
1,3500.0,-0.97,538.7,6.91,2.56,272.1,0.6081,Medium
3,2149.2,-17.96,549.3,6.6,7.6,245.3,0.7843,High
1,1633.7,-1.73,508.0,5.22,55.66,2033.5,0.5326,Medium
1,1284.8,8.86,421.1,3.32,37.92,489.0,0.3502,Medium
1,493.7,-0.01,650.3,2.35,13.88,582.6,0.1812,Low
1,590.9,-2.93,445.9,1.94,12.76,307.5,0.1815,Low
3,986.9,-3.91,502.9,3.01,13.35,285.0,0.4354,Medium
2,401.8,-8.6,410.4,1.57,36.05,144.4,0.297,Low
3,480.7,1.35,645.7,5.41,70.77,1851.2,0.622,Medium
1,463.3,-8.87,657.0,1.63,24.39,140.9,0.1975,Low
1,1261.9,1.09,565.7,8.7,13.41,421.9,0.4934,Medium
2,788.9,-5.6,547.3,3.69,37.56,1470.8,0.4322,Medium
1,535.1,0.04,287.1,2.03,56.41,720.7,0.2265,Low
1,551.0,-3.08,314.5,6.58,2.16,591.5,0.3195,Low
1,2655.1,1.0,615.5,2.97,17.79,408.1,0.4384,Medium
1,325.2,1.69,542.8,0.54,26.91,867.3,0.1057,Low
1,799.8,-0.77,569.1,1.36,51.27,156.5,0.2264,Low
1,630.3,8.15,477.0,1.74,56.12,2011.4,0.225,Low
3,321.7,-4.06,560.0,8.32,41.79,2356.4,0.6851,High
1,445.9,6.54,455.7,3.19,59.7,193.2,0.2754,Low
2,312.0,-0.32,318.2,1.1,-9.44,273.1,0.185,Low
1,368.8,6.02,376.8,3.54,37.96,293.2,0.249,Low
2,442.1,1.59,469.6,1.84,44.63,874.5,0.282,Low
1,374.4,4.89,682.4,4.94,51.75,414.8,0.337,Medium
3,1016.9,-3.88,560.1,2.49,53.38,287.7,0.5453,Medium
1,321.4,-11.54,657.5,2.97,1.47,1211.9,0.2082,Low
2,487.0,-6.32,508.8,2.48,39.83,307.6,0.3503,Medium
2,379.0,-4.54,467.7,1.83,34.48,223.6,0.2843,Low
1,377.0,-1.35,634.0,6.66,-11.58,676.3,0.3277,Low
1,886.6,-3.37,558.1,6.63,38.98,6279.3,0.4611,Medium
2,480.2,-7.61,544.9,2.08,-0.31,11894.8,0.2615,Low
3,332.2,-7.03,567.6,6.27,24.57,277.2,0.5645,Medium
1,527.0,-0.81,396.1,0.13,53.57,448.4,0.1337,Low
1,372.5,-2.16,450.8,8.36,20.69,353.3,0.4158,Medium
2,578.9,3.44,684.4,4.65,59.04,3324.6,0.4625,Medium
2,658.9,-5.02,764.5,5.72,60.44,462.0,0.587,Medium
1,1106.8,-2.8,387.6,2.25,56.42,316.4,0.322,Low
1,478.7,-6.98,742.4,2.5,-2.63,2516.2,0.1966,Low
3,691.6,0.58,558.5,1.84,9.29,195.1,0.3197,Low
1,658.9,3.57,460.2,8.81,45.89,727.6,0.5379,Medium
3,1594.8,2.38,657.0,6.37,48.96,1025.9,0.7406,High
2,483.3,-4.79,572.7,1.47,16.98,459.7,0.2577,Low
1,281.3,-2.91,507.3,6.02,21.22,1168.5,0.3193,Low
1,252.2,-1.38,418.9,7.3,-25.86,4130.2,0.3721,Medium
2,587.3,-1.08,577.6,2.5,15.99,3225.3,0.2816,Low
1,421.5,3.09,342.6,1.86,17.87,486.0,0.1597,Low
2,1638.5,4.93,457.5,3.14,14.86,546.4,0.405,Medium
2,594.0,-0.9,459.4,5.75,50.6,235.8,0.5004,Medium
3,562.9,-4.84,711.4,1.55,18.34,1583.0,0.3756,Medium
2,1163.9,1.78,360.3,6.32,13.31,4447.9,0.4693,Medium
2,888.9,-2.15,710.4,9.0,52.53,1488.2,0.7145,High
2,680.9,1.25,489.6,4.38,8.03,81.1,0.3348,Medium
3,273.4,-1.14,481.3,2.29,0.2,173.4,0.2824,Low
1,507.2,2.0,485.5,2.39,24.75,897.0,0.1982,Low
2,742.5,0.45,685.5,0.68,63.23,3413.1,0.2968,Low
1,671.6,1.79,453.7,2.07,37.66,5791.4,0.2213,Low
1,408.7,-5.39,560.4,2.2,8.26,232.3,0.176,Low
1,260.2,-4.03,554.1,9.0,32.65,1720.3,0.4719,Medium
1,478.8,1.93,622.3,6.29,33.4,1152.9,0.3711,Medium
2,463.2,-9.54,544.0,5.46,24.66,798.9,0.4577,Medium
1,329.9,-3.28,665.6,6.99,51.43,309.6,0.4423,Medium
2,608.3,-0.32,577.4,1.28,-14.3,211.3,0.2299,Low
2,982.5,9.2,391.6,5.38,67.39,1226.3,0.5785,Medium
1,3344.8,0.37,675.6,3.55,11.64,221.8,0.5103,Medium
1,280.2,-1.48,497.7,5.92,33.14,129.0,0.3362,Medium
2,479.9,5.94,423.0,2.57,35.73,1336.2,0.3031,Low
1,561.5,-1.37,511.7,1.3,57.18,136.2,0.2006,Low
2,721.6,-11.06,542.6,5.58,12.05,389.7,0.4587,Medium
2,695.5,-2.06,571.9,3.69,50.79,223.1,0.4286,Medium
1,1018.2,14.83,250.0,1.75,25.42,1473.0,0.2306,Low
1,623.5,-19.55,544.3,8.27,49.12,525.9,0.5928,Medium
2,713.1,0.47,250.0,2.68,57.14,379.7,0.3801,Medium
1,699.0,9.55,446.1,1.84,5.53,926.3,0.1724,Low
1,513.0,4.45,506.0,0.82,36.53,176.7,0.147,Low
1,674.3,-0.29,514.1,3.98,56.16,950.0,0.3404,Medium
1,1448.9,-8.89,539.5,4.6,27.84,1638.2,0.4283,Medium
1,606.4,-1.93,656.5,6.46,33.45,3458.2,0.4015,Medium
2,1401.7,-2.71,298.6,4.61,50.08,989.9,0.5563,Medium
1,408.5,-2.31,698.9,6.2,23.65,191.5,0.3466,Medium
3,2069.8,-2.24,436.8,8.07,25.58,406.7,0.7801,High
2,1288.0,6.53,653.2,2.37,60.83,4685.9,0.4517,Medium
2,699.1,-2.9,432.3,5.51,55.54,265.5,0.5293,Medium
2,339.9,2.01,407.0,5.63,-2.56,1041.7,0.3313,Medium
2,300.3,-5.27,555.2,4.9,24.07,249.7,0.3888,Medium
1,531.8,-10.25,250.0,4.15,28.89,154.8,0.2947,Low
3,1504.6,-1.12,537.4,5.95,4.28,189.3,0.5367,Medium
2,988.8,1.64,255.6,2.82,5.15,1290.6,0.3033,Low
1,326.3,2.0,617.5,1.91,58.41,709.5,0.1949,Low
1,445.0,-3.09,414.4,5.61,20.72,294.2,0.3187,Low
1,335.3,-2.21,612.5,2.37,53.38,332.0,0.2223,Low
1,652.2,0.85,443.3,5.53,28.08,157.4,0.3475,Medium
2,744.0,-1.68,488.5,7.64,25.59,287.0,0.5268,Medium
1,386.7,-3.61,583.0,6.72,-10.98,168.5,0.3362,Medium
1,1180.3,4.29,408.7,2.67,9.32,200.2,0.2549,Low
2,382.1,11.03,374.0,2.69,-15.62,107.4,0.2595,Low
1,391.2,2.42,447.3,1.92,50.3,469.5,0.1952,Low
2,432.5,-5.98,273.5,6.55,-6.66,1136.8,0.4007,Medium
1,450.7,-1.76,403.2,8.75,-1.27,2014.5,0.3796,Medium
1,747.5,2.28,572.0,2.16,2.96,5269.1,0.1843,Low
1,261.7,2.34,443.6,6.71,53.22,183.9,0.4087,Medium
2,598.1,-4.34,531.8,0.81,7.43,278.1,0.2234,Low
2,826.9,1.56,532.0,8.79,50.99,183.5,0.6689,High
1,432.4,-0.74,658.9,1.86,21.41,101.8,0.1678,Low
1,378.0,-1.02,692.4,6.94,51.97,2842.1,0.4373,Medium
2,641.1,-4.23,553.6,2.01,43.9,166.8,0.345,Medium
2,398.9,7.17,531.5,2.93,14.01,252.5,0.2673,Low
2,897.6,-6.08,339.7,1.84,39.91,253.5,0.3572,Medium
1,676.7,4.51,661.6,5.98,46.27,1033.8,0.4121,Medium
3,518.5,3.27,421.4,6.95,13.03,3104.7,0.4991,Medium
1,469.1,-5.99,550.8,3.28,57.59,183.6,0.3041,Low
1,845.8,-15.74,479.2,7.36,36.11,351.2,0.5161,Medium
2,946.6,0.53,555.5,2.86,-0.53,472.8,0.2898,Low
2,759.4,1.08,662.1,3.8,-12.4,348.3,0.3325,Medium
1,250.0,-4.52,613.4,7.03,18.91,455.8,0.3573,Medium
1,282.9,0.59,252.7,5.91,-7.93,1276.6,0.2788,Low
2,425.1,-3.07,566.0,3.22,45.61,249.1,0.3679,Medium
1,467.6,0.77,640.6,0.05,24.72,262.9,0.1006,Low
2,569.4,-0.82,337.7,2.2,21.07,900.7,0.2738,Low
2,856.5,-9.38,450.4,1.88,9.46,639.2,0.3117,Low
2,328.0,1.97,273.6,5.5,53.21,2870.0,0.455,Medium
2,868.9,-12.89,470.9,4.33,60.19,220.3,0.5791,Medium
1,994.3,8.57,514.6,7.17,7.79,280.3,0.3932,Medium
2,568.6,8.47,286.8,2.17,54.03,1189.3,0.3301,Medium
1,449.9,0.78,453.5,9.0,15.25,119.5,0.427,Medium
2,773.7,1.06,340.2,0.87,32.01,1026.0,0.2592,Low
3,363.1,-2.81,462.4,6.82,2.11,1118.4,0.4602,Medium
2,381.6,-4.78,743.2,6.17,53.05,346.9,0.5442,Medium
3,375.2,-0.27,615.9,7.08,33.23,228.9,0.5638,Medium
2,896.9,1.83,468.4,1.8,7.65,107.3,0.2638,Low
2,335.0,-1.04,482.5,1.87,56.51,3268.2,0.2961,Low
1,564.4,3.15,525.7,5.8,2.5,540.4,0.2901,Low
1,661.9,8.89,479.2,8.03,53.98,1431.1,0.5268,Medium
1,366.4,-0.67,250.0,5.92,10.01,195.2,0.2927,Low
2,397.5,-1.94,531.5,7.33,52.54,15000.0,0.5637,Medium
1,421.8,-3.24,612.8,6.35,35.66,181.9,0.3851,Medium
1,1378.9,-1.18,353.7,2.94,46.28,2745.7,0.3652,Medium
1,631.6,6.52,462.3,1.72,42.82,549.4,0.2076,Low
1,980.7,-1.97,465.9,8.92,51.79,331.2,0.6103,Medium
1,354.3,-1.46,424.3,3.37,24.52,1378.9,0.2238,Low
1,2105.0,-1.15,718.9,4.88,-3.74,466.9,0.4124,Medium
1,538.4,0.76,509.0,1.47,56.22,904.2,0.1997,Low
2,334.1,-0.74,580.4,2.75,21.75,1179.7,0.2729,Low
2,353.9,1.2,447.0,2.44,-5.4,63.4,0.2292,Low
2,603.8,-6.39,488.0,2.45,-10.07,749.4,0.2965,Low
3,250.0,-2.5,523.2,5.78,7.27,777.7,0.4312,Medium
1,727.2,-2.98,338.4,5.23,-0.45,6123.9,0.2867,Low
2,937.5,-0.83,465.7,6.34,34.74,411.4,0.5208,Medium
1,439.5,-5.08,479.4,1.55,35.32,293.6,0.1838,Low
1,1933.1,-0.59,585.7,2.94,6.88,217.7,0.3352,Medium
1,270.5,-5.15,519.4,6.93,8.15,967.3,0.3283,Low
2,962.5,-3.9,388.4,2.2,0.89,352.9,0.2852,Low
2,1157.0,-3.65,614.8,5.99,27.92,232.7,0.5318,Medium
1,436.8,2.06,478.3,1.56,53.64,403.0,0.1878,Low
1,359.0,0.24,425.0,3.22,18.38,200.8,0.2057,Low
2,585.6,-0.48,580.9,6.36,36.18,218.5,0.4831,Medium
1,250.0,-1.77,608.9,5.81,14.2,559.4,0.2908,Low
2,682.4,5.17,586.3,2.59,20.53,920.1,0.2968,Low
1,398.3,-0.85,559.8,6.35,54.63,606.4,0.4164,Medium
1,355.2,-1.98,402.6,6.1,54.67,4838.2,0.4013,Medium
1,359.7,-0.98,459.1,2.04,-22.0,443.0,0.1673,Low
1,289.2,-5.91,676.7,5.49,-11.24,159.9,0.2929,Low
